UID,Comments,Order,Len,Spaces,Index
12129664,More promotional activities are required and wide varieties should be included in your store,1084,92,13,7.076923077
12134350,Good collection of products buy would be delighted to see more of it .....,1271,74,13,5.692307692
12148969,thank you for the best service and best collection... all the best... keep smiling,1432,82,13,6.307692308
12153398,Kids n men's wear missing at one point so me them under one roof,1498,64,13,4.923076923
12156004,Welcome should be more warm and you should have different stuff we can try.. ,1534,77,13,5.923076923
12157834,Was looking for denim length of 34 which is not available at your store ,1565,72,13,5.538461538
12158840,AS logo should be there in all the products. Your bags doesn't have logo.,1585,73,13,5.615384615
12159788,We are expecting something more from you.........please give some discounts for new arrival tooo.....,1609,101,13,7.769230769
12166069,Make something available in other fabrics than the one THAT you have in store,1693,77,13,5.923076923
12168444,I am a great fan of your shirts and keep going all the best,1730,59,13,4.538461538
12176537,The quality of your product is very good and the price is also suitable.,1847,72,13,5.538461538
12178217,"I was looking for official formal trouser and shirt for my size 40 ,46",1854,70,13,5.384615385
12186444,"The guy who serve us serves so well with gud smile , rely appreciate ",2030,69,13,5.307692308
12185489,Was quite impressed by the service of staff Mr. Sachin Mathur.  GREAT WORK. ! ,2133,78,13,6
12189154,"A staff call Atom, hegives me good suggestion about the product which I want.",2134,77,13,5.923076923
12187344,just saw too much of winter stuff on display. better display at shoppers stop,2177,77,13,5.923076923
12198462,Trousers could have more size options.. For people with waist sizes higher than 32,2347,82,13,6.307692308
12198034,I am happy to stop her  . Mr Abdul ashar is very good staff ,2357,60,13,4.615384615
12199431,Overall it's good but just price is more       We didn't get what we want ,2390,74,13,5.692307692
12212859,Umesh is very nice guy helped a lot in selecting appropriate stuff for us,2653,73,13,5.615384615
12215909,"Bought a jeans pant but found the stitch  uneven, looking forward for a call ",2664,77,13,5.923076923
12214893,Very nice shop .mice stock of clothes .i liked snooping in this shop .,2692,70,13,5.384615385
12241687,Have some more variety....otherwise you people will soon loose your market capture percentage drastically.,2728,106,13,8.153846154
12225442,No discount was given even after our request....and purchased from new collection then too.,2821,91,13,7
12256854,It will be more better if at the counter guys are fare and clear,3058,64,13,4.923076923
12238578,Didn't find a variety in the store and that too of varied price range.,3059,70,13,5.384615385
12249398,We would like your store to be fully fledged with all sizes of clothes.,3214,71,13,5.461538462
12247159,Great feeling to visit your store.......got what I want......staff people are very good.....specially Rishi,3226,107,13,8.230769231
12247944,Sizes were not available but has a great collection and staff is really good,3247,76,13,5.846153846
12275755,Great products ! Value for money. My personal favourite : Wimbledon Edition and shirts. ,3272,88,13,6.769230769
12253453,It's very good to visit n feel comfort to wear the products from allonsolly,3312,75,13,5.769230769
12255191,"46 size shirts r very few in terms of choices,,,otherwise staff services r excellent,,,,",3385,88,13,6.769230769
12269279,Recently the collection is not up to the mark had to change the brand,3754,69,13,5.307692308
12269991,good options but please try and get more in big sizes for my friends,3766,68,13,5.230769231
12279620,Would be great to see some more urban stuff rather than stupid Asian collection ,3926,80,13,6.153846154
12285583,Please bring in some more collection of full sleeves formal shirts for women.thank you,4003,86,13,6.615384615
12316402,You should have footwear of all sizes and also shorter dresses for shorter people. ,4254,83,13,6.384615385
12294186,"More stock on jeans are required to be displayed, more variant colours are suggested",4353,84,13,6.461538462
12298506,Need more formals  with more options and colours.especially when it comes to office wear.,4428,89,13,6.846153846
12302577,Great collection and courteous staff. Aishwarya was very helpful and served with a smile,4442,88,13,6.769230769
12300700,Previously I use allensooly trousers and t-shirt .the quality of the product is good.,4562,85,13,6.538461538
12301233,Please keep more stock on every sizes.on a whole really enjoyed shopping over here,4581,82,13,6.307692308
12301302,The quality of product is very good but more designs can be brought in.,4583,71,13,5.461538462
12302758,Staff was good...but I didn't find my requirmnt..aprt from tat store z also gud,4632,79,13,6.076923077
12304228,Good and caring staff. Price is reasonable and has a wide range of clothing,4694,75,13,5.769230769
12313620,The staff Mr ashar Abdul surve is very good staff he no every thing ,4972,68,13,5.230769231
12325797,Jenifer she was so help ful me..I am happy to jenifer service thank u,5210,69,13,5.307692308
12324132,You should have more discounts for students for such good collection of jeans. :) ,5227,82,13,6.307692308
12326818,Try to keep more variety of shirts. Very few choice. But stuff is good,5300,70,13,5.384615385
12327823,I would welcome a wider range of crew neck t shirts in solid colours,5307,68,13,5.230769231
12332859,Most stock is over please stock up men's wear half shirts and khaki trousers,5453,76,13,5.846153846
12342606,Must say... Allen Solly has the best of collection and staff are really great ,5497,78,13,6
12334473,Today's shopping experience was quite unique . Save environment theme was promoted very well.,5566,93,13,7.153846154
12339681,Completely dis engaged staff...made a face when I asked about my size...and walked away..,5624,89,13,6.846153846
12344132,Store manager is an asset to your organisation wish her all the very best,5827,73,13,5.615384615
12351591,I would love to see more collections including foot ware and enhanced men's attire,5940,82,13,6.307692308
12359563,The two sales man n woman Aarti n Gaurav have great marketing skills....with politeness,6088,87,13,6.692307692
12365735,We like variety of dress the colour was good many dress and good quality ,6315,73,13,5.615384615
12369111,Thank you after a lot of search I got what I was looking for,6469,60,13,4.615384615
12378277,Have some formal stock u guys never available stock please provided the office wear ,6841,84,13,6.461538462
12388794,I have been bought many cloths by this company it's make me to satisfy....,7001,74,13,5.692307692
12388728,Pl try to arrange more options and range as are available in international stores,7072,81,13,6.230769231
12388804,Add in more clothes in the bigger size category....currently the options are highly limited,7078,91,13,7
12397369,Excellent customer service given by pranali chougule  she is an asset to your organizatiom,7215,90,13,6.923076923
12400789,"I want a suit size 44 in lite colour glassy look ,, euro fit ",7237,61,13,4.692307692
12395084,"Service was great and the merchandised where quite splendid comfortable!!had a nice experience,thank you....",7240,108,13,8.307692308
12395602,It was very cool and fun to play.we would like to take more dresses.,7253,68,13,5.230769231
12427860,"Try to place more verities of trousers , you people are placing only few",7536,72,13,5.538461538
12419512,Sandeep made me try different outfits which actually suited me and which I bought.,7718,82,13,6.307692308
12433711,Varinder is very expert person to suggest suitable products as per requirement of me.,8155,85,13,6.538461538
12436415,"Great place to shop at,the officer shanu helped me a lot she is awesome.",8231,72,13,5.538461538
12438660,I would like to have high waist jeans for ladies with a wider bottom.,8318,69,13,5.307692308
12442171,Pls try to put more variety of product for same item or same product,8341,68,13,5.230769231
12453617,"Staff showed me right option what was in mind ,great service keep up solly",8694,74,13,5.692307692
12458086,Nice but we want a t shirt which was not there in our size,8795,58,13,4.461538462
12460600,"Allen Solly  I love it FROM BOTTOM OF MY HEART I LOVE IT THANX,",8913,63,13,4.846153846
12460908,Nice service provided by the staff.and get what I am looking for. Nice product,8928,78,13,6
12461673,More offers on formals should be there with more variety in colour & pattern,8960,76,13,5.846153846
12463683,Cloth material is awesome and I request u plz bring in more sizes (<44).,9029,72,13,5.538461538
12466680,It's my pleasure to come today to your store to inaugurate new season launch,9091,76,13,5.846153846
12471584,A very pleasant environment ....... A nice job.....but please have a very nice collections.......,9200,97,13,7.461538462
12469503,Ite made our Sunday I enjoyed lot it's very good team thanks a lot,9206,66,13,5.076923077
12473218,Staffs just sit on their chairs and not interested in attending customers. VERY BAD!,9353,84,13,6.461538462
12479992,The staff was great he encouraged us to buy many things and good suggestions,9509,76,13,5.846153846
12480405,"Staff understood my requirement,gave nice pair of Jean and tshirt.loved shopping in Allen solly",9523,95,13,7.307692308
12482004,"Your staff, Masoyo, was of great help.. And very pleasant to talk to :)",9551,71,13,5.461538462
12483413,Cloth quality is very nice and I would like to visit again thank u,9621,66,13,5.076923077
12486585,"Limited collection for round neck t-shirt,,,neck is so broader then compar between other brand,,,",9758,97,13,7.461538462
12489877,"You have mostly blue color in shirt, add some casual and more present  shades. ",9832,79,13,6.076923077
12490160,Awesom environment would lik to buy those kits which are displayed in the store...,9841,82,13,6.307692308
12491922,There was so much issue of sizes in many products there was no size,9894,67,13,5.153846154
12493742,Looking for full sleeve t-shirts please keep stocks in your store and winter wear ,9937,82,13,6.307692308
12495227,"Clean trail room, pleasant and helpful staffs.. Anyway great experience @allen solly mantri mall",9984,96,13,7.384615385
12495643,more variety. request staff to push less at the time of billing. gets irritating.,9995,81,13,6.230769231
12495860,Looking for girls t shirt with threeforth sleeve did not  find out overall good,10002,79,13,6.076923077
12501276,Everything is fine except that flooring is not proper. Please take care of it.,10045,78,13,6
12504062,"Very nice/good t-shirt here, & Sangita is always help me for purchase good Tshirt......",10153,87,13,6.692307692
12507352,Please ask your staff to stop suggesting items and give us time to think.,10354,73,13,5.615384615
12509113,Environment was excellent but I was looking for casual shorts but couldn't find it,10402,82,13,6.307692308
12509981,Great service! I'm looking for navy blue women's work trousers. Pls update when available ,10433,90,13,6.923076923
12515902,Satisfied with the goods product and the staff service rendered to customers at need,10623,84,13,6.461538462
12519407,Have more range in casual belt and shoes.staff service is very good.keep it up.,10714,79,13,6.076923077
12539008,Good staff with high attitude. In my next visit definitely I will buy shirts ,11251,77,13,5.923076923
12539536,"I like the clothes but too expensive, will you make prices less than 1200",11262,73,13,5.615384615
12540200,There were no ties formal suits it wil be great if u hav tat,11277,60,13,4.615384615
12541575,I am looking for the winter wear and the designer shirts like more prints ,11324,74,13,5.692307692
12542601,As I suggest that to have some full T's and T shirts and extra.,11348,63,13,4.846153846
12545107,I needed a white trouser in White color size 31. Unfortunately it wasn't available.,11440,83,13,6.384615385
12546135,Excellent hospitality and great knowledge of the product keep it up guys!!!!! Well done,11472,87,13,6.692307692
12547045,Ramya is so good and was very helpful. Amazing service and collection. :) xo,11497,76,13,5.846153846
12553992,Chinese Collar black and white full sleeve shirt in linen fabric.size 40.plz inform.its urgent,11747,94,13,7.230769231
12561670,Very poor collection in men and women in Pooja should keep more colourful collection,11861,84,13,6.461538462
12563985,Don't have women suit collection..I dint find my size in any of the collection,11920,78,13,6
12572459,I like it ...he understood my requirement ....thxxxxx?????????????????????? wow staff service  nice hair style..........,12329,120,13,9.230769231
12574029,"Good staff , understand me &  show me good collection  according to my choices ",12400,79,13,6.076923077
12576148,It was great experience coming to this place. I found really very good stuff.,12465,77,13,5.923076923
12577291,"Required more collection in t shirt , pls call once stock came before 13 ",12502,73,13,5.615384615
12580667,Wasim is an expert sales person. Warm behaviour and very pleasant sales manners. Thanks,12631,87,13,6.692307692
12581796,Must have discounts which are more flexible to get and even for exchange purposes.,12668,82,13,6.307692308
12582339,We were glad to shop from your store. We would love to visit again. ,12686,68,13,5.230769231
12583799,The design and product need to add some more zing factor. Children love it.,12951,75,13,5.769230769
12590197,Would be better if you would have more products and designs in men's wear ,12984,74,13,5.692307692
12591788,Would like to see more colour ranges in Ultra Slim fits and trenim fits.,13065,72,13,5.538461538
12596086,Should keep more varieties to choose from & also more sizes in all varieties ,13242,77,13,5.923076923
12599383,Good service in this outlet. Service has to be improved in 100feet road outlet.,13268,79,13,6.076923077
12598105,"I found some plan tshirt as colour fading chances,please cross check ones u manufacture...",13288,90,13,6.923076923
12601315,Very good service provided by your staff Kalpna very nice service keep it up,13388,76,13,5.846153846
12602746,staff wasim and tanceer understood my requirement and assisted me in selecting proper outfits,13411,93,13,7.153846154
12602101,Staff are friendly and coverage ability such as a great dealer specially Kapil :) ,13449,82,13,6.307692308
12604646,It will be better if more options will be there in the tops section.,13528,68,13,5.230769231
12604928,Twice I had to cm as I didn't get my size of trouser 30.,13542,56,13,4.307692308
12605828,"Collection of the shirts is poor.. Not thing like ""Man I want that shirt!""",13587,74,13,5.692307692
12610731,Was just browsing but staff suggested me great options n I make good purchase,13768,77,13,5.923076923
12612639,Keep more and good collection in formals wear very very less options are available,13850,82,13,6.307692308
12616801,Highly appreciate your services ... Special thanks to Mr Rohan Ahuja for his services,14014,85,13,6.538461538
12618137,Service was very good. And staff went an extra mile to satisfy. Thank You.,14089,74,13,5.692307692
12619319,More range of ladies trousers would be great. Loved the shoes collection as well.,14133,81,13,6.230769231
12621760,Sanjay Yadav is very cooperative person in this store.and all staff are well behaved.,14214,85,13,6.538461538
12623129,In the competition of present scenario you should increase the time limit of points,14286,83,13,6.384615385
12627634,"I am very delighted with your service.,and hoping for next visit at your store.",14457,79,13,6.076923077
12629297,Great staff and merchandise! Wish the same goods was available in all your showrooms.,14497,85,13,6.538461538
12635228,"Please, please introduce plus size formals as its impossible for us to find everywhere ",14724,87,13,6.692307692
12635690,Please improve the customer service and help. You are running the shop for customers. ,14745,86,13,6.615384615
12636978,Nice staff me and she had help to bye iam to happy to have,14805,58,13,4.461538462
12641208,I would suggest for more variety in half sleeve shirts and party wear modles,14891,76,13,5.846153846
12640136,"Was great experience to shop with you , like to shop more in future",14904,67,13,5.153846154
12644159,"Citing is but I m looking for more design & casual.... T shirts ,shirts",14926,71,13,5.461538462
12648318,I needed an exchange and it was handled very efficiently with complete customer focus ,15217,86,13,6.615384615
12653241,Bring some new collection with different style.like some shirt but don't get the size.,15436,86,13,6.615384615
12655307,Excellent service by Sunil .very humble and knowledgeable guy keep it up thanks Sunil,15507,85,13,6.538461538
12655683,Pls you should keep some vibrant colours in trousers and shirts with slim fit,15522,77,13,5.923076923
12658135,Glad finally you have come up with your new range and variety of collections,15632,76,13,5.846153846
12658969,Worth 74 rs I got t-shirt from allensolly by reedem points it's really cool,15669,75,13,5.769230769
12663866,How come your website TRENDIN.com giving discount and same is not applicable in store....?,15874,90,13,6.923076923
12669556,Very good staff you have ....thank you for your solid support....keep it up guys.,16140,81,13,6.230769231
12671977,"There is not enough stock to see, the new collection is not available yet",16226,73,13,5.615384615
12677926,Staff was very pleasant spent 3hour gave excellent service his name was zabiulla thanx,16499,86,13,6.615384615
12679563,Amandeep has been a courteous and helpful staff to make my shopping experience convenient ,16564,90,13,6.923076923
12680349,Thanks to you all but one thing that would have to go is pad,16604,60,13,4.615384615
12683067,"My loyalty points are not getting added, please get the same checked and confirm",16714,80,13,6.153846154
12683768,This shop is very nice . There is a variety of collections and colors,16748,69,13,5.307692308
12688664,Planet fashion was giving discount but outlet wasn't on the same jacket. why ?,16976,78,13,6
12690450,"Showroom environment is nice, staff is attentive and provide more options.... Cooool percent people.....",17029,104,13,8
12691260,It was a great way to get the best thing ever in Allen Solly,17062,60,13,4.615384615
12693101,"Bought boys ware but wanted sweaters for girls too , could not find... :) ",17254,74,13,5.692307692
12696821,We were treated well. We are happy to visit the store again. Happy shopping,17289,75,13,5.769230769
12700345,It was pleasure to be here. The clothes were astoundingly great. Wish u luck ,17425,77,13,5.923076923
12703837,"Don't  have ladies formal shirt, trouser,dress and jeans. Don't have more colour in ladies",17577,90,13,6.923076923
12704204,Plz I want to request to allensolly to bring some jumpsuits in varieties. Thanqqq,17593,81,13,6.230769231
12707062,If you can provide more light coloured options in jeans that would be nice ,17727,75,13,5.769230769
12707181,Very comfortable items. Very modern and fashionable dresses. The collection of dresses are superb,17735,97,13,7.461538462
12709162,The people are heart warming and products are too good just enjoyed shopping ???,17769,80,13,6.153846154
12717181,I appreciate environment and people of store . Will visit again soon .               Thanks ,18177,92,13,7.076923077
12718013,I am so happy shopping with the Allen solly kids thank u all staff ,18202,67,13,5.153846154
12721383,You should have better range of sizes in designs. I feel you lack there.,18375,72,13,5.538461538
12728354,Love the way sales people interacted and they were indeed very cooperative!! Thumbs-up ???????,18675,94,13,7.230769231
12732030,Shirts selected -sizes weren't avbl. Good service. Bought more than planned more than 12k ,18845,90,13,6.923076923
12733497,Din find suits in the store it will be great if u hav tat,18898,57,13,4.384615385
12735997,More varieties needed.The same products last month I saw still here. No added collection,18989,88,13,6.769230769
12736246,Very less collection in men shirt and trouser should keep more stock for occasion ,19002,82,13,6.307692308
12738499,Rajvinder did a good job. Nice service. People needed like her in every store.,19114,78,13,6
12738793,Excellent outfits. I would have bought them if the prices would have been reasonable.,19136,85,13,6.538461538
12739650,The woollens purchased did not turn out to be of good quality...especially the woollens.,19165,88,13,6.769230769
12739910,Liked the design of the sweater at first go...thanks for providing the right design.,19180,84,13,6.461538462
12741192,Pl make cotton trouser of 42inch size at present you are with no stock ,19234,71,13,5.461538462
12745086,Amandeep is a nice girl to support in shopping and supportively.nice meeting with her.,19420,86,13,6.615384615
12747971,There should b e facility of tea and coffee for customers at the store ,19549,71,13,5.461538462
12748597,"Great collection of winter wear,but I was looking for a yellow shade P.U. jacket.",19561,81,13,6.230769231
12751723,"Need more options in shirts and trousers,please intimate me ones u get new option.....",19711,86,13,6.615384615
12755408,When aver I come I don't get my size in shirt and trouser .... ,19877,63,13,4.846153846
12760332,Pls keep less range products so that maximum customer can come to your outlets.,20049,79,13,6.076923077
12767061,Suitable trouser in cotton and chinos for shirts available in a word proper match,20353,81,13,6.230769231
12771315,"Here are the best quality dresses.and new type,new fashion.i like this shop very much?????",20572,90,13,6.923076923
12774223,More colours in blazers and different fits and style in trousers would be appreciated,20672,85,13,6.538461538
12774526,I have been using AllenSolly for last 15 years and it's my only choice....Thankyou,20688,82,13,6.307692308
12781182,Some more variety in jeans required and variety in top other than 3/4th sleeves,20992,79,13,6.076923077
12795295,I'm not able to find jeans and jacket in your store from past 15days,21586,68,13,5.230769231
12798694,"You guys need to have half size jumps in footwear, it would improve sales.",21698,74,13,5.692307692
12800605,"Awesome experience it was, tempted to buy all but was having less money ;)",21802,74,13,5.692307692
12802853,Should have more collection in my size and age ..... No collection elder people,21894,79,13,6.076923077
12809115,"Not interested not satisfied collections no regular jeans my size ,no print t shirt",22119,83,13,6.384615385
12815254,Try to get more collection on formal...I didn't see any good collections on formals,22180,83,13,6.384615385
12815197,Every time there is newness that's great idea keep it up and best regards,22424,73,13,5.615384615
12818194,Stock up xxl ...open up ur minds there are many women's who need xxl ,22559,69,13,5.307692308
12818184,"Mr Madhav is very supportive and friendly would love to visit your showroom,  again ",22582,84,13,6.461538462
12821131,I like your store but keep Childers things also like boys whind shelter OK,22674,74,13,5.692307692
12821684,When aver you get sale please call me .....Nice farbic keep it up guy ,22725,70,13,5.384615385
12826560,Nice collection you have in shirts and we are glad to shop with you ,22934,68,13,5.230769231
12827253,The options were nice and the designs were cool. Really I like its dresses,22963,74,13,5.692307692
12829197,If there were more options in party wear dresses it wud have been nice,23049,70,13,5.384615385
12829383,Customer look for the Allen Solly brand only not any partner associated with it.,23055,80,13,6.153846154
12830274,This is my second visit and m very happy with service. Keep it Uttam,23084,68,13,5.230769231
12830031,Raghuveer was great in help and was so patient with showing around.. Great staff,23153,80,13,6.153846154
12834433,We would like to have women shoes both stelletoes and ballerinas in size 3,23504,74,13,5.692307692
12837536,It feels every time  nice to come here n buy something valuable. Thank you,23507,74,13,5.692307692
12839136,Awesome and my favourite store in Lucknow. Team Allen Solly Lucknow mg mark rocks!!!!,23561,85,13,6.538461538
12840357,Looking for a party wear white shirt nice . But I didn't get it. ,23611,65,13,5
12841955,"Need more choice available always, sometimes v never come across the same piece again",23681,85,13,6.538461538
12844515,Limited colors options. On trousers Also on shirts more stripe patterns may be added ,23829,85,13,6.538461538
12846720,The items are great I enjoyed plus the staff helped us a lot .,23908,62,13,4.769230769
12854374,Iam not finding any new products since 2years.so iam expecting new varieties of product.,24289,88,13,6.769230769
12857260,"Tabassum is an excellent store executive, here is hoping to see more of her",24413,75,13,5.769230769
12859146,Good and prompt service of mr Sunil chavda @ alpha mall AS sale executive ,24582,74,13,5.692307692
12863907,It's really awesome to see such a versatile collection under one roof.. Really appreciated ,24687,91,13,7
12865343,We ve lots of fun wit solly team thank u guys keep it up..,24761,58,13,4.461538462
12872116,Pathetic exchange policy... You force the customer to buy something due to your mistake,25079,87,13,6.692307692
12876262,Usha was great help in selecting formal and semi formal outfits ! Extremely helpful,25284,83,13,6.384615385
12895921,White trousers of size 32 or 34 regular fit for hospital and regular use,26221,72,13,5.538461538
12896984,"Please make more colourful more trendy current fashion . Maybe brands like Mango, Zara ",26224,87,13,6.692307692
12897111,Would like to have little more wide range of collections and also women's wear,26356,78,13,6
12901320,I m looking for ladder jacket size m/l  ....style code co4157  ...please me ... ,26441,80,13,6.153846154
12899637,More size availability would be better and having more trail rooms would help customers,26482,87,13,6.692307692
12901544,Everything is fine. But I wish there were more styles of shoes (Casaul shoes),26531,77,13,5.923076923
12901941,Should have some vibrant colors in office wear and no party wear type clothes.,26618,78,13,6
12903160,I need a Loose fit brode bottom trouser in beadge  Colour in urgent basis,26636,73,13,5.615384615
12901847,Great store I will visit next time to purchase very good customer service .Narender,26670,83,13,6.384615385
12906842,A good collection of dresses would be a good idea during the festive season,26724,75,13,5.769230769
12908975,Good collection ..... Keep up the good work..... More variety for woman wear required.....,26836,90,13,6.923076923
12908608,Very good staff always I came I get a good service keep it up,26851,61,13,4.692307692
12911357,Some bigger size 100 to 120 kg femail jacket and other item xxxxx size,26877,70,13,5.384615385
12909063,We did not get the product we needed. There. Are not in my size.,26882,64,13,4.923076923
12910121,Wanted a wider variety of Blazers for ladies was looking for a red one,26955,70,13,5.384615385
12912537,Pls do have variety in cost so that it will be good to choose,27076,61,13,4.692307692
12914834,The service and the staff were very good but there were not enough options,27130,74,13,5.692307692
12916321,Collection is very limited collection. Need more varieties in shirt t- shirt and trousers. ,27227,91,13,7
12919276,"Nakul was very cooperative and was very knowledgefuln, may god promote him in company",27246,85,13,6.538461538
12918742,Range is higher than last year for girls jacket Were ve option less too,27265,71,13,5.461538462
12917954,I like the collection ur store got...just keep the collections trendy...keep it up guys,27299,87,13,6.692307692
12924560,I came to buy blazer.. But I felt its bit costly... Give better offers,27533,70,13,5.384615385
12922727,It was a very pleasant experience. As simple as that but was valued greatly..,27632,77,13,5.923076923
12981509,Really nice collection. Great designs and my favourite destination for all my shopping needs,27650,92,13,7.076923077
12981509,Really nice collection. Great designs and my favourite destination for all my shopping needs,27651,92,13,7.076923077
12926690,Bags are not good uncomfortable to carrying transport is very very bad.... Please change,27701,88,13,6.769230769
12926755,Very. Good shop and also lot of variety and also very good staff  service,27709,73,13,5.615384615
12927932,U should have more variety of clothes colours and sizes and have good service ,27887,78,13,6
12934631,Will be better if we have more option for jeans and Blazers as well,28055,67,13,5.153846154
12994390,Wasted my time as this store contains less range than other malls like central!!,28068,80,13,6.153846154
12938222,Sameer helped me a lot thanks to him he was good to me cheers,28213,61,13,4.692307692
12938676,You need to have more variety. Since an year am seeing the same variety ,28241,72,13,5.538461538
12941347,I need xl and xl size in long coat kindly inform me when available.,28284,67,13,5.153846154
12946077,Please include more varieties and options in colours and sizes for office wear trousers,28528,87,13,6.692307692
12058779,I would appreciate it if your stock had a better variety of trousers,94,68,12,5.666666667
12070985,I like the carry bag. Nice colour. Staff are good. Well trained. Thanks. ,228,73,12,6.083333333
12081111,"More bright colour in jeans, less mid waist jeans and more colourful top",356,72,12,6
12085198,Wimbledon collection made me come to store and end up buying other merchandise,381,78,12,6.5
12084723,"Good sales team at Allen Solly , Inorbit Malad store , thank you",394,64,12,5.333333333
12089514,Bhavana was exceptionally helpful. Great to have staff like her working for you.,420,80,12,6.666666667
12097058,Bring a new type of designs with casually and funky with psychedelic view,446,73,12,6.083333333
12102855,Good response from d representatives. Helped us in selecting. Gave advice . Happy,471,81,12,6.75
12096503,Plz have ur sale period along with other brands. Rest Allen solly rocks,506,71,12,5.916666667
12111017,Get an upgrade on casual wears such as tee shirts and gym wear,630,62,12,5.166666667
12107952,Need to have better collection for higher sized people i.e. 44 and above,698,72,12,6
12119256,The staff service is very good. There is discount .music and tidy even.,868,71,12,5.916666667
12123025,Amjad best sales person very polite... Shows good collection ... Keep it up ,990,76,12,6.333333333
12144792,I m very happy with the services. Thanks a lot . Cheers !,1414,57,12,4.75
12155199,u need to have more than 1 piece on d same size clothes,1496,55,12,4.583333333
12152963,Nothing special you know how to catch the pulse of your valuable customers,1509,74,12,6.166666667
12157282,Rishikesh was very courteous and helpful. Keep such persons in your retail team. ,1548,81,12,6.75
12158710,Jus hope the tshirt designs get better like the rest of the merchandise...,1549,74,12,6.166666667
12163578,We request you to show more collection in the showroom for official dress,1629,73,12,6.083333333
12164883,Please update my points in membership plan as it has not been done,1676,66,12,5.5
12173788,Fit is very different from the trial shirts. So had to return them. ,1780,68,12,5.666666667
12176965,always a delight to come to allen solly. one of the best collections,1859,68,12,5.666666667
12182195,I need special discount as I m very loyal customer of Allen Solly,1914,65,12,5.416666667
12182792,   Good. Collection..   Happy to get Allen Solly juniors very happy and contented . ,1927,84,12,7
12189464,Very low range in women's jeans wear. We bought some kids stuff today.,1983,70,12,5.833333333
12185057,Should have more options in frocks...and designs....the price is also really high...too much!!!!!!!,1984,99,12,8.25
12184923,Ask your staff not to stare at people when they try out dresses,2014,63,12,5.25
12185776,Tried for xxl blazer every where in Hyderabad but finally found it here.,2036,72,12,6
12190101,Awesome store love to shop from Allen Solly always my first opinion ??,2114,70,12,5.833333333
12193796,Please try to keep variety in casual as well as in formal wear. ,2206,64,12,5.333333333
12196195,Ask them to benchmark services with mantri mall Bangalore store. Soft skill issues,2276,82,12,6.833333333
12199253,Shashi was very helpful and supportive throughout. Feeling very satisfied with her service,2386,90,12,7.5
12199441,Please keep more trouser range with regular fit n shirts with back pleat,2391,72,12,6
12201298,Add some more variety in shirts and trousers. Formal shirts should be added.,2420,76,12,6.333333333
12202854,Not enough varieties. Not expected at least from the store like Allen solly.,2458,76,12,6.333333333
12203459,Very nice store and staff mr.gopikrishnan very help full thank u so much,2470,72,12,6
12203654,Better merchandise for women with more options in size and colour is recommended. ,2479,82,12,6.833333333
12206362,"Like others, please allow for redemption of loyalty points during sale time too.",2527,80,12,6.666666667
12207945,I want more of 40 size shirts  new stock and less price please,2561,62,12,5.166666667
12221010,Everthing is perfect ... We were able to get our wants.... Good collection?,2803,75,12,6.25
12221693,Would look more of ur shoes coming soon if u can .... Thanks,2822,60,12,5
12353608,Very good store and people who work are really reaching out to customer.,2828,72,12,6
12224649,Thnx I got the dress I was looking for ...great customer service ...happy,2863,73,12,6.083333333
12247145,Feeling good to visit your store.......people from store are very supportive &a helpfull ,3225,89,12,7.416666667
12248707,I got good sugestion by  Allen solly staff elate mall womens wear store. ,3264,73,12,6.083333333
12249099,Good collection of Tshirt at store. Ravi attended me well and understood need.,3266,78,12,6.5
12257224,Would like to discuss quality of ur clothes ...pls call me at 9821748511,3426,72,12,6
12320375,Good to see you bother about customer feedback. It is a great step ,3481,67,12,5.583333333
12259460,U guys have become expensive now days. Control ur prices...else u guys rock.....,3495,80,12,6.666666667
12266827,Pl increase ur range and you can do better in the footwear section,3672,66,12,5.5
12270834,Felt really good pleasant staff very helpful and great stuff really enjoyed shopping  ,3778,86,12,7.166666667
12276725,Atleast you can give credit note .....if you are running out of stock..,3808,71,12,5.916666667
12281616,36 trouser not available in store .there are 5 to 6 trouser left.,3974,65,12,5.416666667
12288877,Welcome the cust. Properly and tell about the specifics and variety with enthusiasm...,4179,86,12,7.166666667
12296631,Geet was excellent today in her service. Wouldnt have bought without hwr help. ,4421,79,12,6.583333333
12298377,"Yes please keep stock for women formal wear 36"" size or plus size.",4481,66,12,5.5
12298424,Plz connect me with it manager or cio or sales n marketing head,4485,63,12,5.25
12302305,"A big surprise from Allen Solly team, I feel homely when I visit...",4626,67,12,5.583333333
12304426,Make the products available at discount or else remove the tag from store,4714,73,12,6.083333333
12305691,"Was looking basically for suits , friendly and staff I keep coming here.",4761,72,12,6
12307862,I want free clothes. Don't charge me for them. I might sue you.,4837,63,12,5.25
12312979,"Your products are good but unfortunately I could,not buy because of less discount.",4930,82,12,6.833333333
12312346,i loved the shopping experience. but hope you will have more collection introusers,4931,82,12,6.833333333
12321453,Please keep more options of sizes for man trousers only 1 option available,4977,74,12,6.166666667
12325976,More variety and bright colours are needed to be added in men's shirts,5281,70,12,5.833333333
12327615,Plz mention colour on barcode because u r store lights are very bright.,5316,71,12,5.916666667
12328023,Nandu was very helpful....he helped me to find what I was looking for..,5338,71,12,5.916666667
12330596,M very glad to be at the store wish to be next time.....,5509,56,12,4.666666667
12336153,Hope u r maintaing same quality of ur fabric and steaching of garment ,5546,70,12,5.833333333
12337294,Good collection but point not earnd this sale session this is not good,5684,70,12,5.833333333
